uses_wellness_apps,mindfulness_minutes_per_day,sleep_quality,stress_level,sleep_duration_hours,caffeine_intake_mg_per_day,gaming_hours,entertainment_hours,phone_usage_hours,laptop_usage_hours,gender,daily_screen_time_hours,mood_rating,physical_activity_hours_per_week,mental_health_score,weekly_depression_score,social_media_hours,work_related_hours
False,14.5,4.0,8,7.7,157.6,0.9,1.5,2.5,2.0,Female,6.2,3.2,2.1,65.0,7.0,4.5,3.9
False,6.9,4.0,10,7.1,112.2,1.5,0.9,3.3,1.3,Male,7.1,1.0,0.0,49.0,17.0,4.5,4.1
False,23.6,4.0,6,7.7,217.8,0.8,1.5,2.4,1.8,Male,5.5,3.9,2.2,72.0,7.0,3.7,3.5
False,10.9,4.0,10,7.2,30.2,0.7,1.0,2.7,2.4,Other,7.5,1.0,0.0,40.0,12.0,4.5,3.7
False,40.8,5.0,1,7.5,141.0,2.4,2.6,1.0,1.0,Male,2.6,8.0,4.0,83.0,0.0,0.8,1.4
True,25.3,3.0,4,6.9,174.4,1.7,1.7,2.9,1.0,Other,3.7,5.5,3.8,74.0,1.0,2.8,3.5
True,28.5,4.0,2,7.4,88.3,2.4,3.2,1.8,1.5,Other,5.4,8.4,7.1,71.0,6.0,1.9,2.5
False,15.8,5.0,5,7.2,187.6,1.7,2.0,2.6,0.6,Female,3.8,4.9,6.4,76.0,11.0,3.3,3.6
True,26.5,4.0,3,7.1,74.3,2.6,2.7,0.5,1.5,Female,2.5,5.4,3.6,72.0,3.0,2.4,3.2
True,28.0,4.0,3,7.7,173.1,2.1,1.8,2.6,1.5,Female,5.5,5.9,4.0,78.0,3.0,2.2,2.8
True,14.2,5.0,6,7.4,98.0,1.6,1.6,0.2,1.8,Female,2.2,5.9,1.1,66.0,11.0,4.1,3.7
False,5.6,4.0,10,6.2,188.2,1.1,1.0,1.8,2.0,Male,7.2,1.0,0.0,46.0,12.0,4.5,4.4
False,26.1,5.0,4,7.6,123.0,1.5,1.8,0.5,0.0,Male,3.3,6.2,2.8,67.0,3.0,2.8,3.4
True,22.0,4.0,4,7.6,53.2,2.2,1.1,2.6,0.1,Female,2.8,6.5,2.8,71.0,4.0,2.6,3.6
True,23.1,4.0,2,7.3,188.4,2.3,2.6,2.1,0.2,Male,5.4,9.4,4.8,76.0,2.0,1.8,2.3
False,17.0,4.0,8,7.4,209.8,0.5,1.4,1.3,1.6,Male,4.6,1.0,1.5,65.0,9.0,4.5,4.0
False,22.3,4.0,6,6.9,171.4,1.5,1.8,3.3,1.2,Male,5.3,3.9,0.4,57.0,5.0,3.9,4.0
True,23.1,5.0,1,7.5,181.3,3.0,2.5,1.2,0.0,Female,2.0,8.6,8.5,88.0,0.0,0.8,1.0
False,11.2,4.0,5,7.8,188.0,1.6,0.9,0.2,3.6,Female,5.9,5.5,1.0,64.0,4.0,3.3,3.9
True,7.1,4.0,10,7.6,114.6,1.1,1.0,2.5,0.0,Male,7.1,1.0,0.0,50.0,9.0,4.5,3.9
True,39.8,5.0,1,7.3,134.8,2.6,2.3,0.4,1.5,Female,4.1,9.8,4.4,86.0,8.0,1.3,1.4
True,17.5,4.0,4,7.7,98.2,1.5,2.2,1.2,2.1,Female,5.1,5.8,8.9,85.0,8.0,3.0,3.2
True,13.0,4.0,5,7.5,176.1,1.9,1.2,1.5,0.7,Female,4.1,5.1,4.2,69.0,7.0,3.4,3.5
False,27.5,4.0,5,7.2,151.5,1.2,1.0,0.7,2.2,Female,5.4,5.6,1.0,61.0,5.0,3.1,3.3
True,11.8,4.0,4,8.3,144.8,1.1,1.7,1.6,0.4,Female,2.4,5.2,11.0,76.0,3.0,2.7,3.2
False,28.8,4.0,4,7.2,107.1,2.1,1.9,0.7,1.7,Male,2.6,7.3,2.5,68.0,5.0,2.4,3.4
False,33.1,4.0,2,7.8,149.5,2.4,1.4,2.1,0.0,Female,3.1,10.0,3.7,77.0,6.0,1.8,2.4
False,10.7,4.0,10,6.2,133.1,1.4,1.3,0.9,2.8,Male,7.2,1.1,0.0,53.0,17.0,4.5,4.1
True,15.9,4.0,8,7.6,83.4,1.1,1.2,2.0,1.5,Female,4.9,3.9,2.5,66.0,9.0,4.5,3.9
True,6.7,4.0,10,6.8,106.4,1.3,1.4,3.0,0.0,Other,6.7,1.0,0.0,54.0,16.0,4.5,4.2
False,12.8,3.0,9,7.0,95.9,0.8,0.8,2.7,2.2,Male,6.7,1.6,0.5,49.0,12.0,4.5,4.2
False,10.4,3.0,10,6.7,206.0,1.6,0.5,1.9,3.3,Male,9.0,1.0,0.0,31.0,17.0,4.5,3.8
False,9.5,4.0,8,6.4,108.1,0.6,1.4,1.1,0.5,Female,4.4,2.6,2.0,55.0,14.0,4.5,3.2
True,32.3,4.0,2,6.8,181.5,1.7,3.2,2.1,1.3,Male,2.9,9.2,5.7,80.0,0.0,1.9,2.4
False,15.0,5.0,1,7.9,97.9,2.4,3.4,1.4,0.9,Female,3.6,7.7,6.6,87.0,1.0,0.8,1.3
False,13.7,4.0,7,7.4,46.5,0.9,1.3,2.2,0.7,Male,5.4,2.3,0.0,61.0,10.0,4.4,3.6
True,16.1,4.0,8,8.2,158.6,1.5,1.1,0.5,0.5,Male,4.6,2.2,0.0,51.0,10.0,4.5,4.2
False,15.6,4.0,9,6.4,163.2,0.8,2.0,2.7,0.8,Other,6.8,2.5,1.7,55.0,14.0,4.5,3.9
False,25.6,5.0,3,8.1,185.5,1.9,1.3,2.0,0.8,Female,2.5,7.2,7.4,81.0,5.0,2.1,2.8
False,28.4,4.0,5,7.6,217.9,1.5,1.1,4.0,1.1,Female,4.9,3.6,2.8,73.0,7.0,3.1,4.1
False,10.4,4.0,9,8.0,150.9,0.5,1.4,3.2,1.0,Male,4.8,1.0,0.1,54.0,15.0,4.5,3.9
False,17.6,3.0,9,7.1,88.9,1.8,1.1,2.5,2.3,Female,6.3,1.0,1.2,52.0,15.0,4.5,3.9
True,11.7,3.0,7,7.2,145.8,0.9,1.3,1.9,2.2,Female,6.7,3.2,1.9,56.0,14.0,4.0,3.9
True,27.5,5.0,1,7.4,160.1,3.0,1.9,1.3,0.0,Female,1.2,8.8,4.9,84.0,4.0,0.7,1.0
True,34.0,5.0,3,7.2,126.3,2.2,1.7,2.8,0.8,Female,5.3,5.7,4.9,87.0,5.0,2.6,2.8
False,12.6,4.0,9,7.1,43.7,0.5,1.4,1.8,2.9,Female,5.1,1.0,1.0,53.0,10.0,4.5,3.9
False,20.5,4.0,6,6.3,231.7,1.2,1.6,3.1,1.8,Male,7.8,4.1,2.0,57.0,8.0,3.7,4.1
False,17.0,3.0,9,7.3,144.0,0.9,0.8,2.4,1.9,Male,6.3,1.0,0.0,56.0,11.0,4.4,3.8
False,23.1,4.0,7,7.7,88.1,1.2,1.8,2.4,1.8,Female,6.0,4.3,1.8,67.0,6.0,4.3,4.1
False,11.6,4.0,7,8.1,126.1,1.6,1.9,2.5,1.2,Male,4.2,3.0,0.0,53.0,6.0,3.9,4.0
False,33.6,5.0,2,7.0,185.4,2.8,1.7,1.2,1.5,Female,4.7,9.1,5.5,85.0,1.0,1.7,2.3
False,37.9,5.0,2,7.6,177.0,2.6,2.3,1.1,1.1,Male,3.2,9.7,7.5,87.0,4.0,1.8,2.2
True,8.6,5.0,7,7.1,157.9,0.8,0.9,1.0,2.4,Female,6.1,2.6,5.8,58.0,11.0,4.3,3.6
False,12.0,4.0,9,8.0,113.1,0.9,1.9,2.9,1.1,Female,5.8,1.0,0.0,52.0,6.0,4.5,4.5
True,13.4,4.0,10,8.0,59.3,1.4,1.1,1.1,1.4,Male,7.1,1.0,0.0,46.0,14.0,4.5,4.2
False,11.0,4.0,9,6.3,181.6,0.8,1.2,1.3,2.3,Male,8.7,2.9,0.0,54.0,14.0,4.5,3.9
False,15.8,4.0,7,7.6,135.1,1.1,1.0,2.5,1.1,Male,5.1,2.1,2.6,66.0,12.0,4.2,3.8
True,23.3,3.0,7,7.3,255.2,1.2,1.3,1.8,1.4,Female,7.5,1.6,2.0,62.0,11.0,3.9,3.7
False,16.6,4.0,8,7.4,116.0,0.5,1.5,1.7,1.1,Female,3.9,2.6,0.2,45.0,11.0,4.2,3.6
False,20.1,5.0,6,6.7,109.2,1.1,2.1,1.6,1.4,Male,4.9,4.8,0.0,68.0,7.0,4.1,3.7
True,30.7,5.0,3,8.2,133.3,2.2,2.3,0.2,1.1,Female,1.0,6.1,10.1,79.0,9.0,2.6,2.9
False,36.2,5.0,1,8.2,139.0,2.5,2.7,1.1,0.9,Male,3.2,8.2,6.1,84.0,0.0,0.5,1.6
False,20.4,3.0,7,6.8,179.0,1.6,1.7,3.1,0.7,Male,8.0,2.3,2.6,57.0,11.0,4.3,3.9
True,11.8,4.0,7,7.9,84.5,0.7,1.9,1.5,1.3,Female,5.3,3.9,3.1,70.0,10.0,4.0,3.7
False,6.1,4.0,9,7.3,81.4,1.6,1.9,0.3,2.6,Male,6.3,3.0,0.0,51.0,9.0,4.5,4.3
True,16.9,3.0,7,8.1,46.5,1.7,0.9,1.1,2.2,Male,5.1,5.2,0.0,60.0,13.0,3.8,3.7
True,15.3,4.0,1,8.2,99.8,3.1,2.8,2.3,0.0,Male,3.6,9.1,5.7,82.0,1.0,0.8,1.2
True,9.0,4.0,6,7.4,166.4,1.7,1.6,2.3,1.0,Male,4.6,2.1,0.0,61.0,7.0,3.8,4.0
False,26.9,4.0,6,7.6,78.5,1.0,1.6,1.7,0.8,Male,4.7,3.0,1.4,63.0,8.0,3.4,3.6
True,21.6,5.0,5,7.2,193.5,0.9,1.7,1.4,0.0,Male,3.6,4.8,1.7,69.0,6.0,3.0,3.5
False,28.6,4.0,3,6.6,165.4,2.2,2.4,0.7,1.8,Female,4.4,7.1,2.1,79.0,2.0,2.2,2.9
True,32.7,4.0,4,7.6,275.7,1.5,1.8,2.3,1.4,Male,4.5,6.7,5.2,71.0,5.0,2.5,3.5
True,10.9,3.0,9,6.1,221.0,1.0,1.2,2.8,3.7,Female,9.7,1.9,1.4,52.0,9.0,4.5,3.6
False,13.8,5.0,10,8.3,141.7,0.8,1.0,3.2,1.1,Male,6.3,1.1,0.0,61.0,16.0,4.5,3.9
False,31.9,5.0,2,8.2,106.9,2.1,2.4,1.0,0.6,Male,2.8,6.5,6.3,95.0,4.0,1.7,2.1
True,22.9,5.0,1,7.4,141.0,3.0,2.7,3.2,0.5,Female,4.1,7.5,4.6,77.0,0.0,1.0,1.2
False,5.8,3.0,10,8.5,141.5,0.9,1.1,1.9,1.0,Other,6.2,1.0,0.8,49.0,13.0,4.5,4.1
False,15.9,4.0,8,6.9,143.2,1.1,1.2,2.0,2.1,Male,6.1,1.7,1.4,59.0,14.0,4.5,3.7
True,17.8,4.0,9,7.0,133.8,0.8,1.6,2.8,2.3,Female,6.9,1.0,0.0,50.0,12.0,4.5,3.7
True,14.8,3.0,8,6.7,166.0,0.9,1.9,1.5,4.7,Female,8.9,1.2,1.9,54.0,10.0,4.3,3.8
True,34.9,4.0,3,7.6,148.0,1.2,1.4,0.2,0.2,Female,3.0,7.7,5.3,83.0,4.0,1.8,2.9
False,11.6,3.0,5,7.2,164.1,1.0,0.7,2.6,1.6,Female,5.6,5.2,2.8,72.0,7.0,3.2,3.8
False,28.7,4.0,5,7.6,56.9,1.7,1.8,2.3,0.7,Male,5.0,6.1,2.1,64.0,6.0,3.5,3.2
True,31.6,5.0,4,6.7,208.3,1.2,1.1,1.7,1.9,Male,6.4,6.2,5.0,83.0,5.0,2.8,3.4
True,12.5,4.0,8,7.3,189.9,1.0,1.3,2.6,3.0,Female,6.1,1.0,0.0,46.0,10.0,4.3,3.7
True,7.2,3.0,9,6.7,85.6,1.0,1.0,2.7,2.4,Male,8.2,1.0,0.5,49.0,10.0,4.4,3.7
False,41.0,4.0,1,7.7,99.3,3.1,2.6,0.6,0.2,Female,2.4,8.4,6.6,86.0,0.0,0.5,1.0
False,24.8,4.0,6,6.5,132.0,0.6,1.8,2.0,2.3,Male,7.3,4.3,2.1,61.0,8.0,3.6,3.6
True,37.9,4.0,2,7.4,164.9,2.4,2.9,0.2,0.0,Male,1.0,6.9,5.2,89.0,0.0,1.6,2.1
True,7.8,4.0,10,8.4,194.4,0.9,0.6,1.9,0.0,Female,5.2,1.0,0.0,48.0,17.0,4.5,3.8
True,19.5,5.0,3,7.0,153.6,2.8,2.4,1.7,1.2,Male,4.6,5.1,2.4,68.0,4.0,2.5,2.9
False,12.0,4.0,9,7.3,88.9,1.9,1.5,2.4,2.2,Female,7.2,1.0,1.7,54.0,15.0,4.5,3.7
False,21.7,4.0,5,7.2,127.2,1.9,1.5,1.0,1.9,Female,4.0,5.0,3.0,72.0,6.0,3.2,3.6
True,15.2,4.0,8,6.8,123.7,1.4,1.8,1.6,3.6,Female,5.5,1.2,1.0,56.0,9.0,4.5,4.0
True,19.9,5.0,1,7.9,105.4,2.6,2.5,0.2,1.6,Female,1.4,8.6,6.2,90.0,3.0,1.0,1.3
True,5.3,3.0,10,6.8,152.7,1.1,0.8,2.5,1.4,Female,6.8,1.2,0.0,48.0,13.0,4.5,3.9
True,14.2,3.0,10,7.2,183.7,1.0,1.0,1.9,2.8,Female,8.6,1.0,1.5,46.0,16.0,4.5,4.0
False,17.4,4.0,8,7.3,150.0,1.2,1.1,2.1,1.1,Female,4.6,3.1,0.0,61.0,10.0,4.5,3.6
True,17.3,5.0,1,8.3,78.1,2.4,2.2,0.7,1.9,Male,2.6,9.3,5.5,77.0,0.0,1.0,1.0
False,15.6,3.0,8,6.6,239.6,0.6,1.8,2.4,2.0,Male,6.1,1.4,1.8,48.0,10.0,4.4,4.0
True,16.6,4.0,3,7.7,188.2,1.9,2.4,3.5,0.4,Male,3.8,6.5,3.0,64.0,5.0,2.0,2.9
False,10.8,3.0,5,7.5,214.0,1.2,1.6,1.8,1.9,Male,5.2,5.5,1.6,66.0,8.0,3.3,3.6
False,8.1,3.0,9,6.5,140.3,0.6,1.1,2.6,3.9,Female,8.8,1.5,0.8,45.0,0.0,4.5,3.8
False,29.4,4.0,3,6.9,70.1,2.7,2.1,1.2,2.8,Female,5.9,6.3,5.3,72.0,5.0,2.4,3.1
True,21.9,4.0,4,6.8,87.8,2.1,1.1,1.9,0.6,Female,3.4,6.4,5.5,68.0,4.0,2.8,3.7
False,12.7,2.0,7,6.3,140.9,1.3,1.8,0.6,4.1,Male,7.7,2.8,3.0,55.0,10.0,4.1,3.7
True,12.5,4.0,10,7.1,134.6,1.0,0.5,2.7,2.3,Female,6.6,1.0,0.8,44.0,12.0,4.5,4.0
True,25.4,5.0,2,7.7,140.5,2.4,2.0,2.1,2.0,Male,5.2,7.0,3.9,88.0,5.0,1.6,2.5
True,20.7,5.0,3,7.6,128.8,2.5,2.7,0.9,1.4,Female,2.6,6.6,2.9,73.0,6.0,2.6,3.1
True,8.1,4.0,8,7.1,103.9,1.4,1.6,1.3,2.3,Female,7.0,1.0,0.0,53.0,13.0,4.5,3.7
True,8.7,4.0,8,6.7,225.1,1.5,1.2,2.1,1.6,Male,5.5,2.6,0.2,56.0,6.0,4.2,3.5
False,17.0,4.0,4,6.3,224.5,1.8,1.4,2.8,1.5,Male,4.8,6.4,2.5,68.0,5.0,2.8,3.8
False,21.6,4.0,1,7.6,136.4,3.2,2.7,3.3,1.4,Male,5.0,8.1,4.9,80.0,1.0,0.6,1.0
False,10.0,4.0,8,6.8,158.9,0.7,1.1,1.9,2.6,Female,6.8,3.2,1.8,55.0,8.0,4.5,4.2
True,14.5,5.0,3,6.6,225.6,1.4,2.6,0.8,2.4,Female,4.2,5.8,3.1,79.0,8.0,2.5,3.4
True,29.0,4.0,2,7.2,239.2,2.2,1.6,2.2,1.3,Female,4.0,8.5,4.2,81.0,3.0,2.0,2.5
True,23.8,5.0,3,7.5,142.1,1.8,2.0,3.6,0.0,Male,4.9,8.2,9.5,85.0,5.0,1.9,3.2
True,11.3,4.0,10,7.4,80.0,1.1,0.8,0.5,1.5,Male,6.1,1.0,1.5,39.0,18.0,4.5,3.9
True,13.6,4.0,8,7.5,161.3,1.2,1.5,1.1,0.7,Female,4.8,1.8,4.1,58.0,10.0,4.3,3.9
True,26.5,4.0,3,7.1,43.2,1.7,2.4,2.5,1.0,Female,5.1,7.4,3.4,71.0,3.0,2.1,2.8
False,16.3,3.0,9,7.6,172.1,1.5,1.4,2.1,1.4,Male,5.8,1.4,0.0,58.0,16.0,4.5,4.2
False,6.6,4.0,9,7.5,172.1,1.0,1.1,1.5,0.3,Male,4.0,1.5,0.7,51.0,14.0,4.5,4.4
False,21.2,4.0,5,7.2,167.6,2.1,1.2,2.2,0.0,Female,2.7,4.1,0.6,71.0,5.0,3.2,3.9
False,12.7,5.0,7,6.9,84.3,0.9,1.4,2.9,1.8,Male,4.4,2.4,0.5,58.0,8.0,4.2,3.8
True,16.7,4.0,3,7.5,251.9,2.6,2.3,1.9,1.5,Male,4.5,7.7,4.9,82.0,5.0,2.4,2.8
False,15.5,3.0,5,7.8,79.1,0.9,1.2,1.8,1.5,Male,4.6,5.5,0.2,60.0,5.0,3.5,4.0
True,30.1,4.0,4,7.6,196.8,1.7,2.6,2.5,2.1,Female,5.5,6.2,3.9,66.0,11.0,2.9,3.1
False,13.6,4.0,10,7.1,98.6,1.2,1.0,1.8,0.8,Female,7.5,1.0,0.5,46.0,9.0,4.5,4.0
False,13.6,4.0,4,7.6,138.3,1.0,1.7,3.0,1.9,Female,5.8,4.0,1.9,61.0,10.0,3.1,3.6
False,22.3,4.0,7,8.2,87.7,0.9,1.6,3.8,3.0,Female,7.8,2.0,1.4,61.0,14.0,4.3,4.1
True,27.4,4.0,4,7.7,166.4,2.1,1.3,1.2,1.2,Female,3.9,5.8,3.6,68.0,3.0,2.9,3.6
False,9.6,5.0,6,7.4,191.9,1.1,1.8,0.9,3.6,Male,4.9,5.0,3.0,72.0,8.0,3.3,3.7
True,35.2,4.0,1,7.9,150.3,3.4,2.1,2.3,1.6,Female,2.7,7.9,4.9,85.0,1.0,1.2,1.2
False,10.3,4.0,5,8.0,104.4,1.1,2.1,0.8,0.6,Male,3.3,5.0,2.1,63.0,9.0,2.9,3.4
False,17.2,5.0,6,6.7,232.4,1.6,1.9,0.8,2.4,Female,4.8,3.4,2.3,59.0,8.0,3.6,3.4
False,10.6,4.0,8,7.6,42.9,1.1,1.9,0.2,1.4,Male,3.9,3.0,3.5,54.0,10.0,4.0,3.9
False,23.0,4.0,4,8.0,176.8,1.4,2.0,1.7,2.7,Male,4.2,6.9,2.5,78.0,2.0,3.2,3.6
False,15.9,4.0,9,8.0,56.0,1.3,1.4,2.0,2.0,Male,7.0,1.1,2.8,47.0,12.0,4.5,3.8
False,8.8,4.0,7,7.4,195.9,1.1,1.7,1.5,1.1,Male,5.5,3.8,1.9,54.0,5.0,4.1,3.9
False,9.8,4.0,9,6.8,203.0,1.2,1.1,3.3,3.2,Male,7.2,1.6,0.0,38.0,12.0,4.5,4.1
True,9.6,4.0,10,7.4,122.4,1.2,0.8,3.2,1.0,Male,4.8,1.0,0.0,48.0,9.0,4.5,3.9
False,20.6,4.0,7,7.2,140.1,1.4,1.4,3.7,0.0,Other,3.8,4.4,1.0,60.0,7.0,4.3,4.0
False,18.0,4.0,5,8.2,96.1,1.9,1.5,2.0,2.5,Male,4.9,5.0,2.6,67.0,8.0,3.1,4.2
False,13.6,4.0,4,7.3,114.7,1.3,2.4,3.1,1.9,Female,7.3,5.2,3.0,78.0,6.0,2.8,3.4
True,13.2,4.0,3,7.3,161.7,1.8,2.3,2.3,2.9,Female,4.9,6.4,5.3,77.0,4.0,2.3,3.1
False,22.3,4.0,5,8.1,185.3,1.1,1.0,2.2,0.5,Other,3.5,5.0,5.8,75.0,8.0,3.0,3.7
True,15.7,5.0,1,7.1,184.5,2.3,3.1,1.6,1.2,Female,3.0,10.0,5.3,95.0,1.0,1.0,0.9
False,18.5,4.0,8,6.5,206.9,0.5,1.1,0.2,1.1,Female,3.9,1.3,0.0,58.0,11.0,4.3,3.5
True,23.7,4.0,6,7.3,221.9,1.2,2.0,2.6,2.5,Male,7.2,3.8,3.3,72.0,10.0,3.7,3.8
False,20.9,3.0,8,8.0,161.2,0.8,1.7,3.0,2.2,Male,4.0,2.4,1.0,54.0,9.0,4.5,3.9
False,23.5,5.0,3,7.6,189.9,2.4,2.2,0.6,1.7,Male,2.8,5.6,5.0,78.0,3.0,2.5,2.9
False,12.0,5.0,8,7.0,121.5,1.5,2.1,2.0,1.7,Female,5.3,1.4,0.0,60.0,9.0,4.5,3.9
True,17.5,4.0,9,6.8,172.1,1.1,1.9,2.9,0.2,Female,5.9,1.9,0.0,50.0,4.0,4.4,4.1
True,28.6,4.0,4,6.7,160.2,2.1,1.6,1.7,2.3,Male,5.1,5.4,3.3,70.0,2.0,2.8,3.1
False,13.3,4.0,6,7.4,125.0,1.2,0.8,3.1,2.4,Male,7.2,5.0,0.3,56.0,9.0,3.7,3.6
False,13.3,3.0,10,7.2,122.4,1.6,1.1,1.9,4.0,Female,9.4,1.0,0.3,48.0,10.0,4.5,3.4
True,35.3,4.0,2,7.9,190.7,3.0,2.1,1.5,2.0,Male,4.4,8.6,4.1,70.0,4.0,1.5,2.5
False,19.1,4.0,8,6.9,206.1,0.7,1.3,3.1,2.2,Female,9.0,1.0,3.0,50.0,9.0,4.2,4.1
False,13.3,5.0,10,6.9,236.9,1.4,1.0,1.2,2.0,Female,4.8,1.0,0.0,54.0,10.0,4.5,4.0
False,16.0,4.0,5,7.2,114.9,1.6,1.3,1.3,0.7,Female,3.2,4.9,0.4,65.0,3.0,3.2,3.3
True,23.3,4.0,1,7.7,106.4,2.6,2.3,1.2,2.9,Female,4.6,10.0,6.0,76.0,3.0,1.2,1.5
False,33.3,5.0,3,7.2,111.6,1.6,1.9,1.0,1.4,Female,2.2,7.2,8.0,80.0,4.0,2.3,3.1
True,16.5,4.0,4,7.5,188.2,1.8,2.1,2.1,1.3,Female,3.7,6.7,4.8,71.0,6.0,2.8,3.3
False,25.8,4.0,1,7.0,175.2,2.7,2.4,1.5,1.4,Female,3.8,9.3,5.5,79.0,0.0,0.9,1.4
True,11.6,4.0,5,6.9,163.6,1.2,1.5,2.4,1.4,Female,6.1,5.3,3.5,74.0,4.0,3.5,3.7
True,19.8,4.0,7,6.8,15.5,0.8,2.1,0.4,1.0,Male,5.0,4.8,0.3,62.0,5.0,4.0,3.7
False,19.2,5.0,6,7.4,40.4,2.2,1.4,1.0,1.7,Male,4.7,4.2,0.0,61.0,8.0,3.9,3.5
False,23.7,4.0,5,6.9,158.1,1.2,1.1,2.0,1.4,Male,3.0,4.6,7.7,84.0,3.0,3.5,3.5
False,9.8,3.0,9,6.9,216.5,1.4,1.2,3.3,1.3,Male,5.7,1.0,0.0,43.0,13.0,4.5,4.0
False,14.7,4.0,9,7.6,184.2,1.1,0.5,2.3,2.0,Female,7.0,1.0,0.5,51.0,8.0,4.5,4.1
False,10.6,4.0,10,7.6,119.4,1.4,0.9,1.5,1.6,Female,7.1,1.0,1.0,49.0,17.0,4.5,3.8
True,35.5,5.0,3,8.0,177.6,1.1,1.9,0.7,0.9,Male,2.9,5.8,3.9,74.0,1.0,2.2,2.9
True,12.1,3.0,3,8.4,185.6,2.7,1.6,1.4,0.7,Male,2.3,6.3,3.0,59.0,5.0,2.2,2.8
False,23.1,3.0,5,6.5,168.3,1.1,2.4,2.0,1.6,Other,6.7,3.7,0.4,57.0,10.0,3.0,3.8
True,20.5,5.0,1,7.8,168.0,2.3,2.2,0.2,0.7,Male,1.0,10.0,7.3,96.0,0.0,0.9,1.4
True,16.6,5.0,2,7.7,163.9,3.1,2.9,0.9,0.6,Male,2.5,9.5,3.8,81.0,6.0,1.6,2.3
True,23.4,3.0,4,8.6,242.0,1.9,1.9,1.3,0.6,Female,3.3,5.7,5.1,76.0,4.0,3.0,3.1
True,12.5,4.0,8,7.4,135.6,1.1,1.4,1.8,1.8,Female,4.0,1.0,0.9,63.0,5.0,4.4,3.9
True,18.3,4.0,6,7.6,96.0,0.7,1.7,2.0,2.8,Male,6.7,3.5,2.6,58.0,6.0,3.5,3.5
False,15.1,4.0,5,8.0,22.1,1.2,1.3,1.5,1.9,Male,6.7,6.0,1.5,74.0,8.0,3.3,3.4
False,17.8,4.0,8,7.3,55.2,1.4,1.4,2.5,2.5,Male,5.9,1.0,0.0,52.0,13.0,4.1,4.1
False,27.3,4.0,3,7.2,137.4,2.2,2.0,2.1,1.4,Female,4.5,7.3,5.9,81.0,2.0,2.2,3.4
False,23.8,4.0,4,7.2,119.7,1.0,2.0,1.7,1.7,Female,4.4,5.2,3.1,76.0,6.0,2.7,3.0
False,21.8,4.0,6,6.1,258.1,1.6,1.6,2.6,3.3,Male,7.7,4.8,5.3,66.0,9.0,4.0,3.9
True,17.6,4.0,8,7.1,114.0,0.9,1.7,2.5,2.4,Female,5.5,3.3,0.0,53.0,9.0,4.5,3.4
True,10.6,5.0,10,6.7,152.1,1.6,0.1,0.7,2.5,Female,4.5,1.4,0.0,49.0,11.0,4.5,3.9
False,17.8,4.0,1,7.8,13.2,2.6,2.8,2.0,1.2,Male,4.4,7.7,5.6,78.0,2.0,0.5,1.1
True,7.6,4.0,10,6.3,0.0,1.2,0.4,2.8,1.5,Female,7.8,1.0,1.0,45.0,14.0,4.5,4.1
True,13.3,4.0,4,7.6,166.4,2.1,1.2,3.0,1.9,Female,4.9,6.9,2.5,71.0,3.0,2.8,3.5
True,18.6,4.0,1,8.3,247.5,2.6,2.6,2.3,0.8,Male,2.3,8.7,4.5,73.0,0.0,0.7,1.4
True,12.7,3.0,4,8.0,159.2,1.5,2.3,1.8,0.0,Male,3.3,6.5,3.1,67.0,6.0,2.7,3.1
False,20.6,4.0,5,7.2,176.6,0.9,1.7,2.4,1.9,Female,4.5,4.7,2.4,66.0,7.0,3.6,3.7
False,12.1,3.0,10,7.5,113.9,1.2,0.3,2.7,2.6,Female,7.3,1.0,0.0,43.0,10.0,4.5,4.0
False,15.5,4.0,3,7.6,126.8,1.9,3.0,2.1,1.6,Female,3.0,5.7,3.9,81.0,4.0,2.3,3.0
False,13.1,4.0,3,7.6,86.7,2.3,1.7,2.2,0.8,Female,1.8,7.0,3.7,78.0,1.0,2.3,3.2
True,17.2,4.0,6,7.1,79.3,1.1,2.0,1.8,1.1,Female,5.5,3.8,4.3,67.0,8.0,3.5,4.1
True,38.2,5.0,2,8.1,109.6,2.6,3.0,0.8,0.0,Male,1.0,9.2,6.7,92.0,3.0,1.5,2.4
False,15.4,3.0,8,6.8,189.1,1.2,1.7,1.8,1.1,Female,3.5,1.6,0.0,53.0,12.0,4.4,3.6
True,36.7,5.0,1,7.4,149.3,2.5,2.1,1.4,0.3,Male,2.4,7.8,6.7,83.0,3.0,0.9,1.5
True,18.3,5.0,2,7.7,109.7,2.9,2.5,1.4,0.7,Male,3.6,8.7,7.4,85.0,0.0,1.8,2.3
False,17.1,4.0,9,6.7,133.7,0.8,1.2,3.3,0.2,Female,8.3,1.0,1.0,49.0,16.0,4.5,4.1
False,15.0,5.0,7,6.9,100.5,0.4,0.9,2.9,0.1,Female,3.3,1.5,1.7,57.0,11.0,4.1,3.9
True,22.4,5.0,1,7.4,119.2,2.6,2.5,0.5,0.4,Male,1.1,9.4,6.0,88.0,1.0,0.3,0.9
False,20.5,4.0,5,7.5,101.5,0.8,0.9,1.0,2.2,Female,4.8,4.3,2.4,74.0,9.0,3.3,3.5
True,36.3,4.0,1,8.1,123.3,2.8,2.6,1.7,0.9,Male,1.3,7.3,5.3,88.0,2.0,0.9,1.4
False,33.5,5.0,2,8.2,158.3,2.2,2.8,1.4,0.3,Male,2.7,8.5,2.8,77.0,0.0,1.7,2.1
