user_id,age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,location_type,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day,total_tech_usage,usage_category
931,20,Female,5.0,2.2,0.0,0.4,2.0,4.5,3.9,0.4,1.2,6.8,5.0,1.0,10,1.6,Urban,51.0,False,True,287.9,14.0,17.0,7.7,2.2,Active/High-Intensity Usage
932,32,Male,4.8,2.1,1.4,1.1,0.8,4.1,3.5,1.9,1.2,7.4,4.0,4.8,7,2.7,Suburban,62.0,True,True,112.1,10.0,12.0,20.7,3.5,Passive Usage
933,65,Male,6.5,1.3,3.2,1.4,1.7,3.3,3.3,1.8,1.3,7.6,4.0,6.1,5,3.4,Urban,63.0,False,True,98.4,6.0,5.0,20.5,4.5,Passive Usage
934,19,Male,5.6,3.7,0.2,0.2,0.9,4.5,4.2,1.2,0.3,7.8,2.0,1.0,10,0.3,Urban,43.0,False,False,106.1,18.0,14.0,13.0,3.9000000000000004,Passive Usage
935,61,Male,5.8,1.6,1.7,0.8,2.2,2.5,3.4,1.1,2.1,7.3,4.0,4.9,4,3.0,Rural,63.0,False,False,120.4,5.0,6.0,30.8,3.3,Active/High-Intensity Usage
936,39,Female,2.4,2.0,0.7,0.7,0.1,2.9,3.5,2.2,1.7,9.0,5.0,6.4,4,2.6,Suburban,72.0,True,False,158.0,9.0,6.0,26.7,2.7,Active/High-Intensity Usage
937,16,Male,4.0,1.8,0.6,0.4,0.4,4.0,3.9,1.4,0.6,8.9,5.0,3.2,7,1.9,Urban,62.0,True,True,8.1,14.0,9.0,16.9,2.4,Passive Usage
938,24,Female,9.4,3.8,2.1,0.0,2.7,4.5,4.0,0.9,1.9,7.1,3.0,1.0,9,0.0,Rural,57.0,False,True,100.8,15.0,7.0,6.4,5.9,Active/High-Intensity Usage
939,70,Other,4.0,1.7,2.3,0.8,0.0,1.8,2.3,2.6,2.9,7.5,4.0,9.1,2,4.2,Suburban,82.0,True,False,85.2,3.0,1.0,26.8,4.0,Active/High-Intensity Usage
940,44,Female,2.9,1.7,0.6,0.9,0.8,1.8,2.2,3.0,2.4,7.5,4.0,7.6,2,5.1,Rural,80.0,True,True,107.7,3.0,0.0,17.9,2.3,Passive Usage
941,64,Male,6.9,2.1,3.0,1.3,1.3,4.1,4.0,1.7,0.7,7.1,3.0,2.1,8,0.0,Suburban,47.0,False,False,214.0,11.0,13.0,19.2,5.1,Passive Usage
942,73,Male,4.5,1.4,2.0,0.4,1.8,3.4,3.8,0.9,0.5,8.2,4.0,3.4,6,0.7,Rural,53.0,False,False,168.2,12.0,6.0,20.6,3.4,Balanced
943,59,Female,3.4,2.1,1.2,0.2,0.9,1.4,2.1,2.7,2.5,7.7,4.0,8.5,2,6.6,Suburban,73.0,True,False,150.7,3.0,0.0,19.4,3.3,Active/High-Intensity Usage
944,19,Male,6.9,4.1,1.9,0.1,0.3,4.5,4.1,1.4,0.7,7.6,4.0,1.0,10,0.0,Rural,53.0,False,False,72.5,14.0,15.0,8.9,6.0,Passive Usage
945,69,Male,7.0,2.3,3.7,0.0,2.6,3.6,4.1,1.0,1.2,7.4,4.0,3.7,6,2.0,Suburban,64.0,False,False,172.3,10.0,11.0,14.8,6.0,Active/High-Intensity Usage
946,70,Female,6.0,2.2,2.3,0.4,2.5,3.4,3.7,1.5,1.5,7.6,5.0,5.6,5,6.6,Urban,81.0,False,True,215.7,8.0,7.0,28.5,4.5,Active/High-Intensity Usage
947,47,Female,4.1,1.4,0.7,2.3,1.0,3.8,3.7,1.4,1.5,8.1,4.0,3.5,6,2.6,Rural,72.0,True,False,128.9,6.0,10.0,25.9,2.0999999999999996,Active/High-Intensity Usage
948,68,Female,5.5,3.5,1.5,1.4,0.0,4.4,4.0,1.7,1.4,7.7,4.0,1.9,8,0.7,Suburban,55.0,False,True,169.0,10.0,10.0,18.7,5.0,Passive Usage
949,15,Male,8.0,3.7,1.6,0.0,1.7,4.5,4.1,0.3,0.8,7.3,3.0,1.9,10,1.8,Urban,53.0,False,False,186.0,17.0,11.0,8.3,5.300000000000001,Active/High-Intensity Usage
950,32,Female,6.5,2.8,2.2,0.3,1.6,4.5,3.7,1.2,1.5,8.1,2.0,3.4,8,1.8,Rural,59.0,False,False,161.0,12.0,7.0,17.6,5.0,Passive Usage
951,46,Male,4.1,2.6,1.8,0.3,0.7,2.4,2.9,2.3,2.1,6.9,4.0,7.7,3,4.3,Urban,73.0,False,True,56.9,10.0,1.0,26.1,4.4,Active/High-Intensity Usage
952,61,Male,6.2,1.8,3.6,1.4,0.0,4.4,3.9,1.9,0.7,7.4,4.0,2.2,8,1.1,Urban,58.0,False,True,160.8,12.0,8.0,11.5,5.4,Passive Usage
953,63,Female,6.1,2.4,1.3,1.9,1.1,2.6,3.3,1.9,2.1,7.0,4.0,5.9,4,3.4,Suburban,82.0,True,True,130.8,9.0,4.0,31.4,3.7,Active/High-Intensity Usage
954,25,Male,4.4,1.2,0.0,0.7,2.2,3.3,3.7,1.9,2.1,7.9,4.0,4.1,5,3.4,Urban,58.0,True,True,87.9,9.0,1.0,19.0,1.2,Active/High-Intensity Usage
955,35,Male,4.6,1.0,1.7,0.8,2.3,3.5,4.1,1.3,1.4,6.6,4.0,3.0,6,1.7,Suburban,57.0,True,True,169.6,12.0,8.0,13.5,2.7,Active/High-Intensity Usage
956,40,Male,2.8,0.7,1.0,0.9,1.4,0.4,1.0,3.3,2.7,7.8,5.0,8.2,1,4.6,Urban,84.0,False,True,174.8,2.0,1.0,20.3,1.7,Active/High-Intensity Usage
957,39,Female,2.8,2.4,0.0,0.6,0.8,1.4,2.1,2.0,2.8,7.9,5.0,8.5,2,4.0,Suburban,79.0,True,True,233.0,3.0,3.0,29.8,2.4,Active/High-Intensity Usage
958,36,Female,3.9,0.8,0.7,0.8,2.1,3.1,3.5,1.7,0.8,8.1,4.0,4.8,5,4.8,Suburban,55.0,True,False,153.9,10.0,7.0,23.0,1.5,Passive Usage
959,73,Female,2.6,1.6,1.1,0.6,0.3,1.1,1.3,2.8,2.1,7.5,5.0,8.7,1,7.3,Urban,86.0,False,True,117.7,0.0,3.0,40.4,2.7,Passive Usage
960,41,Female,4.2,1.9,2.8,0.9,0.0,2.6,3.1,1.7,2.1,8.9,3.0,5.8,4,5.1,Urban,67.0,True,False,0.0,3.0,5.0,13.5,4.699999999999999,Active/High-Intensity Usage
961,63,Male,3.7,2.9,0.0,0.0,1.3,0.7,1.6,3.1,3.1,7.2,4.0,7.4,1,4.7,Urban,88.0,True,True,135.1,2.0,1.0,19.3,2.9,Active/High-Intensity Usage
962,27,Male,6.5,1.5,1.9,0.3,2.9,4.5,4.1,1.7,0.7,6.6,3.0,1.0,9,0.6,Suburban,55.0,False,False,126.9,14.0,16.0,8.6,3.4,Passive Usage
963,47,Male,9.3,3.0,3.9,0.0,3.0,4.5,3.7,1.5,0.6,7.1,3.0,1.0,9,1.1,Urban,53.0,False,True,103.4,15.0,10.0,10.7,6.9,Passive Usage
964,48,Male,4.4,2.8,1.3,1.0,0.1,2.0,3.0,1.9,1.8,7.4,5.0,5.2,3,7.1,Rural,89.0,True,False,227.1,5.0,2.0,24.4,4.1,Active/High-Intensity Usage
965,55,Female,2.4,1.0,1.3,0.1,1.0,4.1,3.9,2.4,1.4,8.6,4.0,3.4,7,1.1,Rural,65.0,False,True,117.7,17.0,9.0,15.4,2.3,Passive Usage
966,49,Female,8.3,3.0,2.3,0.0,3.8,4.5,3.8,0.6,0.9,6.2,3.0,1.0,10,0.0,Urban,56.0,True,False,91.7,16.0,16.0,14.2,5.3,Passive Usage
967,15,Male,5.3,1.7,2.1,0.0,0.7,4.5,3.6,0.9,0.9,7.3,4.0,1.2,10,0.0,Urban,51.0,False,True,130.4,7.0,15.0,11.8,3.8,Passive Usage
968,35,Male,7.5,1.6,3.1,0.9,3.0,4.2,3.7,2.1,0.8,7.4,4.0,2.9,7,8.6,Suburban,71.0,True,False,88.7,17.0,13.0,20.9,4.7,Passive Usage
969,62,Male,4.3,1.7,1.3,0.0,2.4,3.4,3.8,1.3,1.5,7.1,4.0,4.5,5,2.0,Urban,70.0,True,False,83.2,5.0,9.0,27.0,3.0,Active/High-Intensity Usage
970,69,Male,6.3,2.0,2.3,0.5,2.6,4.5,3.7,1.2,0.6,6.5,4.0,1.0,9,1.1,Rural,48.0,True,False,178.0,17.0,9.0,12.2,4.3,Passive Usage
971,20,Female,7.2,1.6,2.3,1.5,1.0,4.5,4.2,0.1,1.1,7.8,3.0,1.0,10,0.3,Suburban,49.0,False,False,121.9,13.0,17.0,11.2,3.9,Active/High-Intensity Usage
972,42,Male,3.2,1.2,1.1,0.8,1.0,4.3,3.7,1.8,0.1,7.2,4.0,2.8,8,1.3,Suburban,53.0,True,True,191.5,8.0,2.0,11.4,2.3,Passive Usage
973,31,Male,2.6,1.3,1.4,0.3,0.5,0.7,0.8,3.2,2.5,8.2,4.0,9.4,1,4.8,Suburban,86.0,True,True,92.6,2.0,6.0,35.3,2.7,Passive Usage
974,19,Female,6.4,2.1,1.5,0.0,2.2,4.4,4.2,1.8,0.9,6.7,3.0,1.7,8,1.7,Rural,52.0,True,True,190.4,15.0,14.0,16.2,3.6,Passive Usage
975,45,Male,1.8,1.9,0.1,0.9,0.0,1.9,2.2,2.4,3.2,7.6,5.0,9.7,2,4.5,Rural,70.0,True,False,168.8,4.0,4.0,26.8,2.0,Active/High-Intensity Usage
976,19,Female,6.2,2.5,1.1,0.5,1.2,4.5,3.9,1.0,0.3,7.6,5.0,1.0,10,0.0,Urban,56.0,False,True,184.5,12.0,7.0,7.4,3.6,Passive Usage
977,52,Male,7.6,2.0,3.1,0.9,3.0,4.5,4.0,1.4,1.4,7.2,3.0,1.0,10,0.0,Rural,42.0,True,True,101.5,11.0,13.0,13.8,5.1,Passive Usage
978,17,Female,7.8,2.1,2.6,0.0,2.0,3.8,3.5,1.6,1.3,6.5,3.0,4.6,6,6.7,Suburban,62.0,True,True,155.4,10.0,9.0,14.0,4.7,Passive Usage
979,67,Other,5.8,2.5,0.9,1.3,2.4,2.3,3.2,2.3,2.2,7.6,4.0,5.5,4,3.3,Rural,75.0,False,True,91.5,1.0,8.0,22.0,3.4,Active/High-Intensity Usage
980,37,Female,3.9,3.3,1.5,0.0,0.0,1.0,1.2,2.7,3.3,6.4,5.0,7.6,1,5.0,Suburban,87.0,False,False,104.2,2.0,0.0,33.8,4.8,Active/High-Intensity Usage
981,51,Male,5.9,3.3,2.6,0.3,0.4,2.1,3.2,2.0,2.1,6.6,4.0,9.1,3,4.4,Rural,82.0,True,False,311.3,6.0,2.0,16.3,5.9,Active/High-Intensity Usage
982,67,Female,7.9,3.2,2.0,1.4,2.6,4.5,4.0,1.9,0.7,7.9,4.0,2.8,8,0.6,Suburban,56.0,False,False,186.6,11.0,14.0,19.9,5.2,Passive Usage
983,51,Male,5.8,2.8,2.4,0.0,1.5,4.5,4.0,1.8,1.9,7.2,4.0,2.1,8,1.4,Suburban,56.0,False,False,173.0,11.0,8.0,8.6,5.199999999999999,Passive Usage
984,24,Male,7.2,3.9,2.1,0.5,0.4,4.5,4.1,1.2,1.4,7.5,4.0,1.1,9,2.0,Suburban,52.0,False,False,151.7,15.0,17.0,15.0,6.0,Passive Usage
985,24,Male,6.6,2.4,1.7,0.4,2.0,4.5,4.1,1.6,0.3,7.5,4.0,1.0,9,1.4,Urban,53.0,False,False,155.7,8.0,10.0,16.2,4.1,Passive Usage
986,33,Male,4.0,2.3,1.3,0.6,0.9,3.1,3.5,1.5,2.1,7.3,4.0,5.1,5,6.8,Urban,74.0,False,True,177.4,5.0,2.0,22.8,3.5999999999999996,Active/High-Intensity Usage
987,31,Female,8.2,4.0,0.2,0.8,3.9,4.5,3.8,1.0,0.8,7.1,4.0,1.0,10,0.0,Urban,44.0,False,False,90.1,19.0,7.0,5.9,4.2,Passive Usage
988,35,Female,3.9,0.2,2.3,0.6,2.0,0.9,1.4,2.2,2.9,6.9,4.0,8.5,1,3.3,Rural,79.0,False,True,173.7,0.0,2.0,15.6,2.5,Active/High-Intensity Usage
989,28,Female,3.4,1.8,1.3,0.0,0.5,2.9,3.4,1.9,2.4,7.6,4.0,4.8,4,6.1,Suburban,75.0,True,True,172.7,4.0,7.0,27.3,3.1,Active/High-Intensity Usage
990,23,Female,6.5,3.1,0.0,0.7,2.3,4.5,3.9,1.2,0.9,7.0,3.0,1.0,10,0.0,Rural,43.0,True,True,67.3,9.0,16.0,11.9,3.1,Passive Usage
991,60,Female,6.5,2.9,0.9,0.6,3.0,3.4,3.4,1.8,1.2,8.2,3.0,4.0,6,2.0,Suburban,64.0,False,True,81.0,11.0,4.0,26.4,3.8,Passive Usage
992,15,Male,9.9,4.3,2.4,0.6,1.4,4.5,4.0,1.1,1.4,6.5,2.0,1.0,10,0.0,Urban,45.0,False,False,180.8,16.0,4.0,13.5,6.699999999999999,Passive Usage
993,65,Male,3.2,2.1,0.0,1.9,0.6,2.7,3.5,1.8,1.3,7.9,4.0,6.2,4,4.2,Urban,67.0,True,False,50.6,9.0,3.0,12.6,2.1,Active/High-Intensity Usage
994,59,Female,3.7,1.6,0.4,1.4,1.4,3.2,3.6,0.9,2.2,7.4,5.0,4.5,5,1.3,Suburban,63.0,False,True,226.7,9.0,5.0,17.6,2.0,Active/High-Intensity Usage
995,27,Male,5.7,1.7,1.7,1.7,0.8,3.5,3.7,1.7,1.4,7.7,4.0,3.3,6,5.2,Rural,70.0,True,True,146.4,5.0,10.0,19.9,3.4,Passive Usage
996,18,Female,7.7,2.3,3.0,0.8,1.1,2.6,3.7,1.9,3.1,6.3,4.0,6.8,4,4.5,Urban,73.0,True,True,69.8,6.0,6.0,13.3,5.3,Active/High-Intensity Usage
997,15,Male,8.4,3.5,2.6,1.7,0.0,4.5,3.8,0.9,1.5,6.8,4.0,1.0,10,0.9,Urban,49.0,False,False,154.4,18.0,13.0,7.4,6.1,Passive Usage
998,63,Male,7.7,3.5,3.2,0.1,2.3,3.7,4.2,1.1,1.6,7.4,3.0,3.6,7,2.6,Suburban,58.0,False,False,209.2,12.0,5.0,10.3,6.7,Active/High-Intensity Usage
999,54,Male,3.2,1.9,1.7,0.4,0.3,2.6,3.1,1.6,1.5,7.7,4.0,7.4,4,2.8,Urban,77.0,True,False,100.6,6.0,6.0,24.3,3.5999999999999996,Active/High-Intensity Usage
1000,46,Male,4.9,2.2,1.3,0.3,2.0,2.4,3.1,1.9,2.3,7.7,3.0,6.9,3,2.4,Urban,69.0,False,True,110.1,2.0,1.0,29.0,3.5,Active/High-Intensity Usage
1001,48,Male,4.3,1.4,2.4,0.3,1.1,2.5,2.7,1.9,2.3,7.0,4.0,5.8,3,7.0,Suburban,87.0,True,False,143.0,1.0,6.0,16.4,3.8,Active/High-Intensity Usage
1002,42,Female,2.9,1.5,0.5,0.6,1.6,2.5,3.5,1.3,2.0,7.5,5.0,5.1,4,2.8,Suburban,66.0,False,False,178.8,6.0,4.0,29.9,2.0,Active/High-Intensity Usage
1003,45,Male,3.6,2.9,0.4,0.7,0.9,1.6,2.2,3.0,1.8,7.5,4.0,7.2,2,5.9,Urban,82.0,True,False,145.3,3.0,0.0,20.5,3.3,Passive Usage
1004,22,Female,6.7,3.4,0.2,0.9,1.6,4.5,3.7,1.0,1.2,7.6,3.0,1.0,10,0.0,Rural,53.0,False,False,45.0,10.0,18.0,13.6,3.6,Passive Usage
1005,53,Male,6.4,1.4,2.7,1.6,1.8,3.4,3.5,1.8,1.2,7.9,4.0,4.7,5,5.4,Suburban,68.0,False,True,93.7,8.0,2.0,23.2,4.1,Passive Usage
1006,40,Male,3.0,2.2,0.6,0.0,1.0,1.7,2.2,2.5,2.4,6.7,5.0,8.9,2,3.2,Suburban,75.0,True,True,106.4,5.0,2.0,31.1,2.8000000000000003,Active/High-Intensity Usage
1007,72,Male,3.1,1.8,2.6,0.0,0.0,0.6,1.3,2.6,3.1,7.5,5.0,8.0,1,5.2,Urban,80.0,False,True,180.4,0.0,2.0,24.0,4.4,Active/High-Intensity Usage
1008,48,Female,4.7,2.8,1.7,0.0,1.7,4.4,4.0,1.3,0.9,7.1,4.0,2.7,7,0.7,Urban,55.0,False,False,182.2,10.0,9.0,21.8,4.5,Passive Usage
1009,68,Male,5.5,1.7,2.7,0.1,1.8,4.0,4.1,1.6,1.9,6.9,4.0,3.4,7,2.4,Urban,65.0,False,False,132.3,10.0,4.0,18.0,4.4,Active/High-Intensity Usage
1010,68,Female,1.0,0.3,0.3,0.3,0.0,0.7,1.7,2.7,3.1,8.0,4.0,9.3,1,6.3,Rural,82.0,True,True,119.3,5.0,2.0,27.1,0.6,Active/High-Intensity Usage
1011,17,Male,4.8,2.9,0.8,0.2,0.4,4.5,3.9,0.5,1.3,7.4,4.0,1.0,10,0.1,Suburban,56.0,False,False,218.9,15.0,8.0,6.9,3.7,Active/High-Intensity Usage
1012,73,Female,3.6,1.7,2.0,0.0,1.1,3.2,3.6,1.8,1.6,7.0,4.0,5.8,5,3.3,Urban,72.0,True,False,98.0,9.0,6.0,11.3,3.7,Active/High-Intensity Usage
1013,64,Male,2.4,1.8,1.0,0.7,0.0,3.3,3.7,1.8,1.5,7.1,5.0,5.4,5,7.8,Urban,81.0,False,True,159.4,9.0,7.0,29.2,2.8,Active/High-Intensity Usage
1014,26,Female,5.2,2.4,0.0,0.4,2.1,3.0,3.3,1.8,2.4,7.6,5.0,8.9,4,2.9,Urban,74.0,False,True,160.0,2.0,5.0,32.3,2.4,Active/High-Intensity Usage
1015,15,Female,4.0,2.3,0.0,0.1,0.9,4.5,3.5,0.2,0.5,7.0,4.0,1.0,10,0.0,Suburban,43.0,False,True,149.2,17.0,19.0,10.5,2.3,Passive Usage
1016,68,Female,4.4,2.4,0.3,0.7,1.7,1.5,2.4,2.8,2.8,7.1,4.0,8.2,2,3.7,Urban,79.0,True,True,83.0,5.0,6.0,23.8,2.6999999999999997,Active/High-Intensity Usage
1017,58,Male,1.0,0.5,0.4,0.3,0.3,1.2,1.0,2.9,2.3,8.3,5.0,7.4,1,2.9,Urban,87.0,True,True,186.7,3.0,5.0,36.9,0.9,Passive Usage
1018,19,Male,10.0,2.5,2.2,1.3,3.4,4.5,3.9,0.9,1.0,6.9,3.0,2.5,8,3.1,Suburban,61.0,True,True,100.9,9.0,15.0,12.7,4.7,Passive Usage
1019,44,Male,1.9,0.3,1.9,0.5,0.0,0.9,1.2,3.0,2.8,8.5,4.0,10.0,1,5.0,Rural,79.0,False,True,158.3,0.0,0.0,26.2,2.1999999999999997,Active/High-Intensity Usage
1020,44,Female,4.9,2.7,1.7,0.4,0.9,2.5,2.8,2.1,1.8,7.4,4.0,7.3,3,2.7,Rural,72.0,False,True,52.6,5.0,9.0,33.5,4.4,Balanced
1021,73,Female,8.4,3.0,3.7,0.8,2.6,4.5,3.8,1.9,1.2,8.1,4.0,4.1,8,0.0,Rural,46.0,True,True,104.6,10.0,13.0,11.5,6.7,Passive Usage
1022,71,Female,3.6,0.8,2.8,0.0,0.3,0.8,1.1,3.8,3.6,7.5,5.0,8.0,1,4.6,Suburban,82.0,False,True,75.1,2.0,3.0,21.4,3.5999999999999996,Active/High-Intensity Usage
1023,31,Male,6.9,2.3,2.4,1.3,1.5,4.5,4.0,0.4,1.4,7.8,4.0,1.0,10,1.5,Suburban,48.0,True,True,107.5,9.0,12.0,14.4,4.699999999999999,Active/High-Intensity Usage
1024,62,Male,5.2,3.0,0.0,1.1,2.0,2.7,3.3,1.6,1.6,6.9,4.0,6.1,4,2.9,Rural,71.0,False,False,205.2,4.0,6.0,12.8,3.0,Active/High-Intensity Usage
1025,61,Male,2.2,1.6,1.6,0.1,0.0,3.6,3.8,1.7,0.7,7.4,5.0,4.4,6,1.7,Suburban,65.0,True,True,116.3,10.0,6.0,11.3,3.2,Passive Usage
1026,37,Other,4.6,2.6,1.8,0.0,0.7,3.6,3.5,1.2,0.8,8.3,4.0,4.3,6,2.3,Suburban,61.0,False,True,72.1,9.0,8.0,17.7,4.4,Passive Usage
1027,29,Female,2.9,0.2,1.0,0.0,1.6,2.9,3.5,2.5,1.1,7.3,4.0,6.8,4,2.6,Rural,68.0,False,False,100.7,7.0,6.0,32.3,1.2,Passive Usage
1028,51,Female,7.8,3.0,3.4,0.0,1.9,4.5,4.2,0.8,1.0,7.0,3.0,1.0,8,0.7,Urban,48.0,False,True,200.1,15.0,7.0,19.7,6.4,Passive Usage
1029,35,Male,3.3,2.0,1.6,0.0,0.6,3.3,3.7,2.0,1.5,7.3,5.0,6.1,5,1.4,Urban,60.0,True,True,202.5,7.0,4.0,25.9,3.6,Passive Usage
1030,28,Female,5.2,1.8,0.1,0.0,3.2,3.7,4.0,1.3,1.1,7.9,4.0,3.5,6,1.1,Suburban,55.0,True,False,151.3,7.0,5.0,21.2,1.9000000000000001,Active/High-Intensity Usage
1031,16,Female,5.9,2.9,0.4,0.0,1.9,4.5,3.9,0.7,0.9,6.6,4.0,1.0,10,0.0,Urban,38.0,False,False,175.3,12.0,15.0,10.7,3.3,Passive Usage
1032,25,Male,10.0,3.6,4.0,0.4,2.2,4.5,3.9,1.1,1.2,7.4,3.0,1.0,10,0.0,Suburban,55.0,False,False,126.1,14.0,18.0,10.8,7.6,Passive Usage
1033,65,Female,5.2,2.4,1.0,0.5,2.1,2.6,3.5,2.0,1.9,7.4,4.0,5.1,4,4.3,Rural,69.0,True,True,223.8,6.0,0.0,24.6,3.4,Active/High-Intensity Usage
1034,53,Female,3.9,3.4,0.0,1.4,0.0,0.8,1.2,3.1,2.8,7.6,4.0,8.6,1,4.3,Rural,86.0,False,True,104.7,3.0,2.0,19.9,3.4,Active/High-Intensity Usage
1035,52,Female,2.9,0.6,0.8,1.2,1.3,4.3,4.1,1.8,1.0,7.6,4.0,1.1,8,0.0,Urban,55.0,True,False,213.3,8.0,12.0,7.3,1.4,Passive Usage
1036,74,Female,3.0,2.6,0.0,0.2,1.4,1.1,1.2,2.7,2.5,8.2,4.0,8.5,1,3.5,Urban,74.0,True,True,144.2,3.0,0.0,20.8,2.6,Passive Usage
1037,48,Male,5.3,1.9,2.5,0.5,1.1,2.0,3.0,1.6,2.6,7.2,4.0,7.8,3,5.3,Urban,66.0,True,True,58.2,3.0,2.0,31.2,4.4,Active/High-Intensity Usage
1038,52,Male,3.5,1.3,0.0,1.3,1.6,1.5,2.2,2.7,2.3,7.2,4.0,8.8,2,4.8,Urban,77.0,True,True,101.5,3.0,1.0,13.9,1.3,Active/High-Intensity Usage
1039,64,Other,1.0,0.3,0.0,0.3,0.0,0.8,1.0,2.1,3.1,8.1,4.0,9.8,1,8.4,Suburban,91.0,True,False,84.5,5.0,3.0,35.4,0.3,Active/High-Intensity Usage
1040,48,Male,5.4,2.6,1.5,0.7,1.5,4.5,3.9,2.1,0.9,7.3,3.0,1.8,8,1.8,Rural,54.0,True,True,168.1,12.0,8.0,14.9,4.1,Passive Usage
1041,32,Female,6.2,2.8,2.7,0.2,1.1,4.0,3.8,1.6,1.1,8.2,3.0,1.2,7,2.4,Urban,56.0,True,True,123.6,9.0,8.0,17.7,5.5,Passive Usage
1042,44,Female,4.5,3.2,1.4,0.6,0.0,2.5,3.3,1.8,1.9,7.9,4.0,6.0,4,7.0,Rural,79.0,False,True,155.6,6.0,7.0,14.0,4.6,Active/High-Intensity Usage
1043,29,Female,5.7,3.1,0.1,0.7,1.8,3.4,3.7,1.4,1.3,7.5,4.0,6.3,5,6.5,Rural,81.0,False,True,105.4,9.0,5.0,21.5,3.2,Active/High-Intensity Usage
1044,41,Other,2.4,1.3,1.7,0.4,0.2,2.3,3.2,1.8,1.7,8.4,4.0,8.1,3,5.1,Suburban,75.0,False,True,59.5,1.0,3.0,13.4,3.0,Active/High-Intensity Usage
1045,65,Male,5.5,3.2,1.0,1.2,1.0,1.5,2.6,3.0,1.4,6.6,4.0,7.2,2,5.3,Suburban,84.0,True,True,130.8,2.0,3.0,33.7,4.2,Passive Usage
1046,48,Male,6.4,3.3,2.7,0.1,1.1,2.4,3.0,1.9,1.9,7.5,4.0,8.5,3,4.8,Urban,76.0,True,True,145.3,5.0,5.0,30.6,6.0,Active/High-Intensity Usage
1047,66,Male,3.7,1.8,2.4,0.7,0.0,2.5,2.9,1.6,2.1,7.6,4.0,6.0,3,7.1,Urban,76.0,False,True,116.0,5.0,7.0,29.2,4.2,Active/High-Intensity Usage
1048,71,Male,3.8,2.0,0.9,1.7,0.0,4.2,3.7,1.1,1.3,7.4,4.0,3.0,7,0.0,Rural,59.0,False,True,141.6,10.0,11.0,8.4,2.9,Passive Usage
1049,52,Male,5.5,1.2,2.4,0.8,1.9,2.2,3.4,1.8,2.8,7.2,4.0,6.2,3,3.7,Urban,80.0,False,False,134.4,5.0,3.0,15.7,3.5999999999999996,Active/High-Intensity Usage
1050,47,Male,4.9,3.3,1.8,0.1,0.8,2.9,3.6,0.9,2.0,7.9,4.0,8.3,4,4.2,Urban,71.0,True,True,204.5,6.0,2.0,15.6,5.1,Active/High-Intensity Usage
1051,38,Female,4.1,0.6,3.0,0.8,1.0,3.8,3.9,1.8,1.1,6.6,4.0,3.0,7,0.0,Urban,58.0,False,False,134.0,7.0,10.0,16.2,3.6,Passive Usage
1052,29,Female,8.3,2.5,2.3,2.1,1.5,4.5,3.6,0.9,1.0,7.2,3.0,1.0,10,0.0,Urban,33.0,False,False,272.1,11.0,12.0,13.1,4.8,Passive Usage
1053,74,Male,3.7,1.5,2.1,0.6,0.0,3.7,3.8,0.6,1.3,6.8,4.0,5.3,6,6.8,Rural,69.0,True,True,60.9,11.0,13.0,12.1,3.6,Active/High-Intensity Usage
1054,44,Male,5.2,1.0,3.0,1.1,1.0,2.1,3.2,2.3,2.4,7.2,3.0,5.7,3,4.5,Suburban,72.0,True,True,153.8,5.0,4.0,24.3,4.0,Active/High-Intensity Usage
1055,69,Female,2.9,0.3,1.5,0.6,1.3,2.0,2.2,2.3,3.2,7.6,4.0,7.6,2,5.2,Rural,76.0,True,True,127.6,2.0,2.0,34.9,1.8,Active/High-Intensity Usage
1056,56,Male,5.1,1.8,0.6,0.8,3.2,3.2,3.4,1.3,1.5,8.2,4.0,6.3,5,1.9,Rural,70.0,False,True,0.0,5.0,6.0,17.5,2.4,Active/High-Intensity Usage
1057,65,Male,2.7,0.9,1.7,0.6,0.5,1.0,1.4,1.9,2.5,7.4,4.0,8.6,1,4.9,Urban,73.0,False,False,159.9,1.0,0.0,26.8,2.6,Active/High-Intensity Usage
1058,31,Male,4.9,2.1,1.1,0.0,2.2,4.1,3.9,2.2,0.9,7.4,4.0,3.4,7,0.1,Rural,52.0,False,True,223.9,6.0,6.0,16.0,3.2,Passive Usage
1059,19,Female,8.5,3.6,2.2,0.8,1.4,4.5,4.0,1.0,0.7,6.4,3.0,1.0,10,0.0,Suburban,48.0,False,False,176.2,16.0,17.0,11.9,5.800000000000001,Passive Usage
1060,43,Male,3.2,2.2,1.6,0.0,0.3,2.0,3.0,2.1,3.2,7.9,4.0,8.9,3,0.3,Urban,76.0,True,False,148.8,3.0,6.0,19.8,3.8000000000000003,Active/High-Intensity Usage
1061,18,Other,7.8,3.8,1.9,0.4,0.8,4.5,3.7,0.8,0.5,6.4,3.0,1.0,9,0.5,Urban,52.0,True,False,174.7,11.0,15.0,11.2,5.699999999999999,Passive Usage
